E02387,Emily Davis,Sr. Manger,IT,Research & Development,Female,Black,55,42468,141604,0.15,United States,Seattle
E02572,Luna Sanders,Director,Finance,Speciality Products,Female,Caucasian,50,39016,163099,0.2,United States,Chicago
E02832,Penelope Jordan,Computer Systems Manager,IT,Manufacturing,Female,Caucasian,26,43735,84913,0.07,United States,Chicago
E01639,Austin Vo,Sr. Analyst,Finance,Manufacturing,Male,Asian,55,35023,95409,0,United States,Phoenix
E01550,Ruby Barnes,Manager,IT,Corporate,Female,Caucasian,27,44013,119746,0.1,United States,Phoenix
E04332,Luke Martin,Analyst,Finance,Manufacturing,Male,Black,25,43967,41336,0,United States,Miami
E04533,Easton Bailey,Manager,Accounting,Manufacturing,Male,Caucasian,29,43490,113527,0.06,United States,Austin
E03838,Madeline Walker,Sr. Analyst,Finance,Speciality Products,Female,Caucasian,34,43264,77203,0,United States,Chicago
E00591,Savannah Ali,Sr. Manger,Human Resources,Manufacturing,Female,Asian,36,39855,157333,0.15,United States,Miami
E03344,Camila Rogers,Controls Engineer,Engineering,Speciality Products,Female,Caucasian,27,44490,109851,0,United States,Seattle
E00530,Eli Jones,Manager,Human Resources,Manufacturing,Male,Caucasian,59,36233,105086,0.09,United States,Austin
E03496,Robert Yang,Sr. Analyst,Accounting,Speciality Products,Male,Asian,31,43043,97078,0,United States,Austin
E00549,Isabella Xi,Vice President,Marketing,Research & Development,Female,Asian,41,41346,249270,0.3,United States,Seattle
E00163,Bella Powell,Director,Finance,Research & Development,Female,Black,65,37319,175837,0.2,United States,Phoenix
E00884,Camila Silva,Sr. Manger,Marketing,Speciality Products,Female,Latino,64,37956,154828,0.13,United States,Seattle
E04116,David Barnes,Director,IT,Corporate,Male,Caucasian,64,41581,186503,0.24,United States,Columbus
E04732,Eva Rivera,Director,Sales,Manufacturing,Female,Latino,36,44288,151703,0.21,United States,Miami
E00671,Leonardo Dixon,Analyst,Sales,Speciality Products,Male,Caucasian,37,43713,49998,0,United States,Seattle
E02206,Jose Henderson,Director,Human Resources,Speciality Products,Male,Black,41,42111,152239,0.23,United States,Columbus
E00154,Wyatt Chin,Vice President,Engineering,Speciality Products,Male,Asian,43,38145,246231,0.31,United States,Seattle
E02594,Ezekiel Kumar,IT Coordinator,IT,Research & Development,Male,Asian,28,42911,54775,0,United States,Columbus
E01994,Angel Powell,Analyst II,Sales,Research & Development,Male,Caucasian,61,39640,66521,0,United States,Seattle
E03247,Caroline Jenkins,Analyst,Finance,Research & Development,Female,Caucasian,27,43226,49011,0,United States,Chicago
E02074,Nora Brown,Enterprise Architect,IT,Manufacturing,Female,Caucasian,32,41681,99575,0,United States,Austin
E01628,Jackson Perry,Vice President,Marketing,Research & Development,Male,Caucasian,27,43758,256420,0.3,United States,Phoenix
E04285,Riley Padilla,Technical Architect,IT,Manufacturing,Female,Latino,35,41409,78940,0,United States,Miami
E03749,Kennedy Foster,Manager,Marketing,Speciality Products,Female,Caucasian,53,41601,113135,0.05,United States,Austin
E03574,John Moore,Vice President,IT,Speciality Products,Male,Caucasian,52,38664,199808,0.32,United States,Seattle
E00586,Sadie Washington,Sr. Manger,Marketing,Research & Development,Female,Caucasian,29,43609,122350,0.12,United States,Phoenix
E03538,Gabriel Holmes,Enterprise Architect,IT,Research & Development,Male,Caucasian,40,40486,92952,0,United States,Seattle
E02185,Wyatt Rojas,Computer Systems Manager,IT,Corporate,Male,Latino,32,41353,79921,0.05,United States,Austin
E03830,Eva Coleman,Director,IT,Research & Development,Female,Black,37,40076,167199,0.2,United States,Seattle
E03720,Dominic Clark,Quality Engineer,Engineering,Research & Development,Male,Caucasian,52,41199,71476,0,United States,Phoenix
E03025,Lucy Alexander,Director,Engineering,Manufacturing,Female,Caucasian,45,41941,189420,0.2,United States,Seattle
E04917,Everleigh Washington,HRIS Analyst,Human Resources,Research & Development,Female,Caucasian,64,37184,64057,0,United States,Phoenix
E00415,Leilani Butler,Analyst II,Marketing,Manufacturing,Female,Black,27,44460,68728,0,United States,Phoenix
E04207,John Contreras,Analyst II,Marketing,Manufacturing,Male,Latino,35,40678,66889,0,United States,Columbus
E02139,Rylee Yu,Director,Accounting,Research & Development,Female,Asian,36,42276,178700,0.29,United States,Seattle
E01797,Piper Lewis,Field Engineer,Engineering,Research & Development,Female,Caucasian,33,43456,83990,0,United States,Chicago
E01839,Stella Alexander,Automation Engineer,Engineering,Corporate,Female,Caucasian,52,38696,102043,0,United States,Chicago
E01633,Addison Do,Operations Engineer,Engineering,Manufacturing,Female,Asian,46,37041,90678,0,United States,Columbus
E01848,Zoey Jackson,Business Partner,Human Resources,Manufacturing,Female,Black,46,39681,59067,0,United States,Miami
E04000,Skylar Carrillo,Engineering Manager,Engineering,Corporate,Female,Latino,44,39800,92753,0.13,United States,Austin
E02112,Christian Sanders,Vice President,Human Resources,Speciality Products,Male,Black,45,41493,236946,0.37,United States,Seattle
E03824,Penelope Coleman,Analyst,Finance,Corporate,Female,Black,36,44435,48906,0,United States,Miami
E03906,Piper Richardson,Sr. Analyst,Sales,Corporate,Female,Caucasian,38,39474,80024,0,United States,Columbus
E00436,Everly Walker,HRIS Analyst,Human Resources,Speciality Products,Female,Caucasian,41,40109,54415,0,United States,Seattle
E04798,Aurora Ali,Manager,Marketing,Research & Development,Female,Asian,30,42484,120341,0.07,United States,Seattle
E01249,Penelope Guerrero,Vice President,IT,Speciality Products,Female,Latino,43,40029,208415,0.35,United States,Seattle
E03349,Anna Mehta,Cloud Infrastructure Architect,IT,Speciality Products,Female,Asian,32,43835,78844,0,United States,Seattle
E02966,William Foster,Field Engineer,Engineering,Manufacturing,Male,Caucasian,58,37399,76354,0,United States,Phoenix
E01499,Jade Rojas,Director,Finance,Speciality Products,Female,Latino,37,43493,165927,0.2,United States,Phoenix
E00665,David Chu,Controls Engineer,Engineering,Corporate,Male,Asian,55,36041,86299,0,United States,Seattle
E00254,Samuel Morales,Analyst II,Finance,Corporate,Male,Latino,34,42182,57008,0,United States,Phoenix
E02166,John Soto,Sr. Manger,Finance,Manufacturing,Male,Latino,60,42270,141899,0.15,United States,Phoenix
E00935,Joseph Martin,Analyst II,Marketing,Corporate,Male,Black,41,42626,64847,0,United States,Miami
E01525,Jose Ross,Engineering Manager,Engineering,Research & Development,Male,Caucasian,53,33702,116878,0.11,United States,Miami
E00386,Parker James,Quality Engineer,Engineering,Speciality Products,Male,Black,45,38388,70505,0,United States,Austin
E03383,Lincoln Hall,Director,Accounting,Speciality Products,Male,Caucasian,26,44040,180664,0.27,United States,Chicago
E01258,Gabriel Brooks,Network Engineer,IT,Manufacturing,Male,Caucasian,29,43444,84596,0,United States,Miami
E04562,Xavier Zheng,Account Representative,Sales,Manufacturing,Male,Asian,31,42938,55854,0,United States,Austin
E02802,Matthew Chau,Sr. Business Partner,Human Resources,Research & Development,Male,Asian,53,37576,95998,0,United States,Seattle
E01427,Mia Cheng,Sr. Manger,Sales,Manufacturing,Female,Asian,34,42116,154941,0.13,United States,Phoenix
E03890,Nevaeh Jones,Vice President,Sales,Manufacturing,Female,Caucasian,31,44063,219693,0.3,United States,Austin
E01194,Samantha Adams,Test Engineer,Engineering,Research & Development,Female,Caucasian,45,41386,61773,0,United States,Seattle
E02875,Madeline Shin,Computer Systems Manager,IT,Speciality Products,Female,Asian,48,39091,74546,0.09,United States,Seattle
E04959,Noah King,Development Engineer,Engineering,Speciality Products,Male,Black,56,42031,62575,0,United States,Miami
E01261,Connor Simmons,Analyst II,Accounting,Speciality Products,Male,Caucasian,55,39177,52310,0,United States,Miami
E03612,Grayson Cooper,Sr. Manger,Finance,Speciality Products,Male,Black,64,41454,159571,0.1,United States,Columbus
E01388,Ivy Soto,Field Engineer,Engineering,Research & Development,Female,Latino,50,35726,91763,0,United States,Austin
E03875,Aurora Simmons,Development Engineer,Engineering,Corporate,Female,Caucasian,51,35055,96475,0,United States,Austin
E04413,Andrew Thomas,Controls Engineer,Engineering,Manufacturing,Male,Caucasian,36,42706,113781,0,United States,Columbus
E00691,Ezekiel Desai,Director,Finance,Research & Development,Male,Asian,42,37636,166599,0.26,United States,Seattle
E04735,Nova Coleman,System Administrator ,IT,Manufacturing,Female,Caucasian,44,39064,74738,0,United States,Miami
E02850,Evelyn Dinh,Director,Sales,Research & Development,Female,Asian,41,43322,171173,0.21,United States,Columbus
E03583,Brooks Marquez,Vice President,Sales,Corporate,Male,Latino,61,43732,201464,0.37,United States,Chicago
E02017,Connor Joseph,Director,Human Resources,Corporate,Male,Caucasian,50,35998,174895,0.15,United States,Chicago
E01642,Mia Lam,Sr. Manger,IT,Manufacturing,Female,Asian,49,38825,134486,0.14,United States,Austin
E04131,Cora Rivera,Sr. Analyst,Marketing,Corporate,Female,Latino,42,44198,94430,0,United States,Seattle
E02331,Sophia Huynh,Enterprise Architect,IT,Manufacturing,Female,Asian,55,38573,92771,0,United States,Miami
E00417,Athena Carrillo,Analyst II,Finance,Speciality Products,Female,Latino,39,38813,71531,0,United States,Columbus
E04267,Greyson Sanders,Cloud Infrastructure Architect,IT,Speciality Products,Male,Black,28,43530,90304,0,United States,Chicago
E03061,Vivian Lewis,Manager,Marketing,Manufacturing,Female,Caucasian,65,40793,104903,0.1,United States,Columbus
E04265,Natalia Diaz,Operations Engineer,Engineering,Corporate,Female,Latino,62,39002,79785,0,United States,Austin
E03042,Ava Nelson,Systems Analyst,IT,Manufacturing,Female,Caucasian,63,33695,53809,0,United States,Phoenix
E03131,Ezekiel Reed,Sr. Manger,IT,Manufacturing,Male,Caucasian,37,41695,128984,0.12,United States,Miami
E00128,Everleigh Espinoza,Director,Human Resources,Manufacturing,Female,Latino,54,43122,176294,0.28,United States,Austin
E00306,Mateo Williams,Enterprise Architect,IT,Manufacturing,Male,Caucasian,40,40565,97339,0,United States,Austin
E00170,Hannah Nelson,Sr. Analyst,Marketing,Speciality Products,Female,Caucasian,35,43715,70992,0,United States,Austin
E01425,Anthony Rogers,Vice President,Engineering,Corporate,Male,Caucasian,33,42173,205314,0.3,United States,Columbus
E03567,Silas Chavez,Technical Architect,IT,Research & Development,Male,Latino,51,39553,86431,0,United States,Columbus
E00957,Genesis Perry,Sr. Manger,Sales,Corporate,Female,Caucasian,46,41473,149712,0.14,United States,Columbus
E04458,Alexander Bryant,Field Engineer,Engineering,Speciality Products,Male,Caucasian,30,44471,88758,0,United States,Seattle
E00521,Lily Carter,Network Architect,IT,Research & Development,Female,Caucasian,54,35933,68268,0,United States,Phoenix
E01533,Avery Bailey,Sr. Analyst,Sales,Speciality Products,Female,Caucasian,49,35200,86658,0,United States,Phoenix
E02855,Piper Cheng,Enterprise Architect,IT,Manufacturing,Female,Asian,62,39887,82839,0,United States,Miami
E00816,Skylar Watson,Network Architect,IT,Speciality Products,Female,Caucasian,28,44477,64475,0,United States,Phoenix
E04888,Elijah Henry,Manager,IT,Corporate,Male,Caucasian,32,41642,127148,0.1,United States,Miami
E03907,Camila Watson,Vice President,Finance,Speciality Products,Female,Caucasian,32,43102,190253,0.33,United States,Austin
